,mae_copy,loss,nmse_train,nmse,mse,mae,lossv,nmse_test,nmsev,msev,maev
472933,4.12961541,0.00074883,0.00074883,0.00106374,0.00151581,0.02795287,0.00074869,0.00074869,0.00106349,0.00151531,0.02794449
473033,4.12946010,0.00074882,0.00074882,0.00106371,0.00151552,0.02795282,0.00074868,0.00074868,0.00106347,0.00151502,0.02794447
473133,4.12959110,0.00074881,0.00074881,0.00106376,0.00151564,0.02795264,0.00074867,0.00074867,0.00106351,0.00151514,0.02794432
473233,4.12957007,0.00074880,0.00074880,0.00106377,0.00151550,0.02795186,0.00074866,0.00074866,0.00106352,0.00151501,0.02794355
473333,4.12951672,0.00074880,0.00074880,0.00106382,0.00151568,0.02795204,0.00074866,0.00074866,0.00106357,0.00151519,0.02794376
473433,4.12955799,0.00074878,0.00074878,0.00106379,0.00151559,0.02795105,0.00074865,0.00074865,0.00106355,0.00151510,0.02794279
473533,4.12937898,0.00074877,0.00074877,0.00106374,0.00151538,0.02795096,0.00074864,0.00074864,0.00106350,0.00151490,0.02794273
473633,4.12943952,0.00074876,0.00074876,0.00106371,0.00151517,0.02795129,0.00074863,0.00074863,0.00106347,0.00151468,0.02794308
473733,4.12948262,0.00074877,0.00074877,0.00106369,0.00151522,0.02795127,0.00074863,0.00074863,0.00106345,0.00151473,0.02794309
473833,4.12950812,0.00074876,0.00074876,0.00106372,0.00151530,0.02795103,0.00074862,0.00074862,0.00106348,0.00151482,0.02794287
473933,4.12947097,0.00074874,0.00074874,0.00106369,0.00151513,0.02794973,0.00074861,0.00074861,0.00106345,0.00151465,0.02794160
474033,4.12942956,0.00074872,0.00074872,0.00106366,0.00151485,0.02794821,0.00074858,0.00074858,0.00106341,0.00151436,0.02794003
474133,4.12939788,0.00074871,0.00074871,0.00106363,0.00151476,0.02794888,0.00074857,0.00074857,0.00106339,0.00151427,0.02794073
474233,4.12932869,0.00074869,0.00074869,0.00106367,0.00151481,0.02794871,0.00074855,0.00074855,0.00106343,0.00151432,0.02794059
474333,4.12931712,0.00074866,0.00074866,0.00106357,0.00151447,0.02794713,0.00074853,0.00074853,0.00106333,0.00151398,0.02793902
474433,4.12946893,0.00074866,0.00074866,0.00106359,0.00151440,0.02794638,0.00074852,0.00074852,0.00106334,0.00151390,0.02793804
474533,4.12948878,0.00074866,0.00074866,0.00106356,0.00151446,0.02794704,0.00074852,0.00074852,0.00106331,0.00151396,0.02793872
474633,4.12973053,0.00074866,0.00074866,0.00106357,0.00151493,0.02794668,0.00074852,0.00074852,0.00106332,0.00151443,0.02793839
474733,4.12982093,0.00074866,0.00074866,0.00106357,0.00151523,0.02794748,0.00074852,0.00074852,0.00106332,0.00151472,0.02793902
474833,4.12966634,0.00074866,0.00074866,0.00106356,0.00151562,0.02794833,0.00074851,0.00074851,0.00106330,0.00151511,0.02793989
474933,4.12965592,0.00074865,0.00074865,0.00106351,0.00151551,0.02794816,0.00074851,0.00074851,0.00106326,0.00151500,0.02793975
475033,4.12955951,0.00074865,0.00074865,0.00106353,0.00151556,0.02794859,0.00074850,0.00074850,0.00106328,0.00151506,0.02794019
475133,4.12975051,0.00074864,0.00074864,0.00106354,0.00151547,0.02794768,0.00074850,0.00074850,0.00106329,0.00151496,0.02793915
475233,4.12975290,0.00074864,0.00074864,0.00106354,0.00151560,0.02794630,0.00074849,0.00074849,0.00106329,0.00151509,0.02793780
475333,4.12982371,0.00074864,0.00074864,0.00106353,0.00151564,0.02794657,0.00074850,0.00074850,0.00106328,0.00151513,0.02793809
475433,4.12984765,0.00074864,0.00074864,0.00106356,0.00151579,0.02794661,0.00074849,0.00074849,0.00106331,0.00151529,0.02793816
475533,4.12988175,0.00074863,0.00074863,0.00106353,0.00151546,0.02794636,0.00074848,0.00074848,0.00106327,0.00151496,0.02793793
475633,4.12981026,0.00074861,0.00074861,0.00106348,0.00151514,0.02794563,0.00074847,0.00074847,0.00106323,0.00151464,0.02793722
475733,4.12998767,0.00074861,0.00074861,0.00106347,0.00151486,0.02794518,0.00074847,0.00074847,0.00106322,0.00151436,0.02793680
475833,4.13013296,0.00074859,0.00074859,0.00106349,0.00151467,0.02794474,0.00074845,0.00074845,0.00106324,0.00151418,0.02793638
475933,4.13023643,0.00074859,0.00074859,0.00106348,0.00151469,0.02794579,0.00074845,0.00074845,0.00106323,0.00151420,0.02793745
476033,4.13028581,0.00074859,0.00074859,0.00106345,0.00151458,0.02794555,0.00074845,0.00074845,0.00106320,0.00151408,0.02793724
476133,4.13027892,0.00074858,0.00074858,0.00106344,0.00151436,0.02794502,0.00074844,0.00074844,0.00106319,0.00151386,0.02793673
476233,4.13034899,0.00074858,0.00074858,0.00106345,0.00151435,0.02794536,0.00074844,0.00074844,0.00106320,0.00151386,0.02793709
476333,4.13031064,0.00074856,0.00074856,0.00106345,0.00151429,0.02794450,0.00074842,0.00074842,0.00106320,0.00151380,0.02793626
476433,4.13026575,0.00074855,0.00074855,0.00106343,0.00151407,0.02794494,0.00074842,0.00074842,0.00106318,0.00151358,0.02793672
476533,4.13032693,0.00074854,0.00074854,0.00106345,0.00151411,0.02794418,0.00074841,0.00074841,0.00106320,0.00151362,0.02793598
476633,4.13031868,0.00074854,0.00074854,0.00106340,0.00151380,0.02794415,0.00074840,0.00074840,0.00106316,0.00151331,0.02793597
476733,4.13031041,0.00074854,0.00074854,0.00106337,0.00151381,0.02794501,0.00074840,0.00074840,0.00106313,0.00151333,0.02793686
476833,4.13034975,0.00074853,0.00074853,0.00106338,0.00151367,0.02794464,0.00074839,0.00074839,0.00106314,0.00151318,0.02793651
476933,4.13031138,0.00074852,0.00074852,0.00106342,0.00151351,0.02794381,0.00074838,0.00074838,0.00106318,0.00151302,0.02793570
477033,4.13041094,0.00074851,0.00074851,0.00106338,0.00151340,0.02794267,0.00074837,0.00074837,0.00106314,0.00151292,0.02793458
477133,4.13037990,0.00074850,0.00074850,0.00106335,0.00151325,0.02794183,0.00074837,0.00074837,0.00106311,0.00151277,0.02793377
477233,4.13060478,0.00074851,0.00074851,0.00106334,0.00151331,0.02794278,0.00074838,0.00074838,0.00106310,0.00151283,0.02793473
477333,4.13055608,0.00074850,0.00074850,0.00106335,0.00151319,0.02794243,0.00074836,0.00074836,0.00106311,0.00151271,0.02793440
477433,4.13062941,0.00074848,0.00074848,0.00106332,0.00151311,0.02794093,0.00074835,0.00074835,0.00106309,0.00151263,0.02793292
477533,4.13063229,0.00074848,0.00074848,0.00106332,0.00151304,0.02794123,0.00074835,0.00074835,0.00106308,0.00151257,0.02793325
477633,4.13066402,0.00074845,0.00074845,0.00106330,0.00151291,0.02794019,0.00074832,0.00074832,0.00106307,0.00151243,0.02793223
477733,4.13063584,0.00074846,0.00074846,0.00106330,0.00151276,0.02794024,0.00074832,0.00074832,0.00106306,0.00151228,0.02793230
477833,4.13053086,0.00074843,0.00074843,0.00106327,0.00151259,0.02793925,0.00074829,0.00074829,0.00106303,0.00151210,0.02793100
477933,4.13036874,0.00074841,0.00074841,0.00106324,0.00151241,0.02793864,0.00074827,0.00074827,0.00106300,0.00151192,0.02793042
478033,4.13042776,0.00074840,0.00074840,0.00106321,0.00151223,0.02793870,0.00074827,0.00074827,0.00106296,0.00151174,0.02793050
478133,4.13051737,0.00074839,0.00074839,0.00106318,0.00151211,0.02793801,0.00074825,0.00074825,0.00106294,0.00151162,0.02792983
478233,4.13042481,0.00074836,0.00074836,0.00106315,0.00151182,0.02793691,0.00074822,0.00074822,0.00106291,0.00151133,0.02792875
478333,4.13042832,0.00074836,0.00074836,0.00106318,0.00151181,0.02793698,0.00074823,0.00074823,0.00106294,0.00151132,0.02792884
478433,4.13075168,0.00074838,0.00074838,0.00106324,0.00151232,0.02793786,0.00074825,0.00074825,0.00106300,0.00151183,0.02792974
478533,4.13072513,0.00074839,0.00074839,0.00106324,0.00151249,0.02793755,0.00074825,0.00074825,0.00106300,0.00151201,0.02792945
478633,4.13079637,0.00074838,0.00074838,0.00106322,0.00151235,0.02793736,0.00074824,0.00074824,0.00106298,0.00151185,0.02792906
478733,4.13087684,0.00074837,0.00074837,0.00106318,0.00151214,0.02793708,0.00074822,0.00074822,0.00106293,0.00151163,0.02792860
478833,4.13090618,0.00074836,0.00074836,0.00106317,0.00151202,0.02793686,0.00074821,0.00074821,0.00106292,0.00151151,0.02792840
478933,4.13106373,0.00074835,0.00074835,0.00106316,0.00151199,0.02793648,0.00074821,0.00074821,0.00106291,0.00151148,0.02792804
479033,4.13116779,0.00074835,0.00074835,0.00106321,0.00151194,0.02793625,0.00074821,0.00074821,0.00106295,0.00151143,0.02792784
479133,4.13124478,0.00074833,0.00074833,0.00106316,0.00151169,0.02793480,0.00074818,0.00074818,0.00106291,0.00151116,0.02792612
479233,4.13114124,0.00074833,0.00074833,0.00106318,0.00151156,0.02793471,0.00074818,0.00074818,0.00106292,0.00151103,0.02792606
479333,4.13097555,0.00074833,0.00074833,0.00106321,0.00151149,0.02793492,0.00074818,0.00074818,0.00106295,0.00151095,0.02792600
479433,4.13086623,0.00074833,0.00074833,0.00106323,0.00151169,0.02793386,0.00074818,0.00074818,0.00106296,0.00151115,0.02792496
479533,4.13090868,0.00074832,0.00074832,0.00106319,0.00151156,0.02793251,0.00074817,0.00074817,0.00106292,0.00151102,0.02792363
479633,4.13101882,0.00074830,0.00074830,0.00106315,0.00151154,0.02793247,0.00074815,0.00074815,0.00106289,0.00151100,0.02792361
479733,4.13116036,0.00074830,0.00074830,0.00106312,0.00151174,0.02793241,0.00074815,0.00074815,0.00106286,0.00151121,0.02792357
479833,4.13109238,0.00074829,0.00074829,0.00106315,0.00151161,0.02793161,0.00074814,0.00074814,0.00106289,0.00151108,0.02792280
479933,4.13101590,0.00074828,0.00074828,0.00106314,0.00151171,0.02793148,0.00074813,0.00074813,0.00106288,0.00151118,0.02792269
480033,4.13098021,0.00074826,0.00074826,0.00106308,0.00151158,0.02793074,0.00074812,0.00074812,0.00106282,0.00151105,0.02792197
480133,4.13079239,0.00074824,0.00074824,0.00106303,0.00151183,0.02793035,0.00074810,0.00074810,0.00106277,0.00151130,0.02792160
480233,4.13075328,0.00074825,0.00074825,0.00106302,0.00151215,0.02793153,0.00074810,0.00074810,0.00106276,0.00151161,0.02792252
480333,4.13081269,0.00074824,0.00074824,0.00106307,0.00151209,0.02793125,0.00074809,0.00074809,0.00106280,0.00151155,0.02792226
480433,4.13079578,0.00074827,0.00074827,0.00106308,0.00151382,0.02793345,0.00074812,0.00074812,0.00106281,0.00151328,0.02792449
480533,4.13077304,0.00074827,0.00074827,0.00106305,0.00151459,0.02793296,0.00074812,0.00074812,0.00106279,0.00151405,0.02792402
480633,4.13075543,0.00074826,0.00074826,0.00106303,0.00151471,0.02793282,0.00074811,0.00074811,0.00106277,0.00151417,0.02792389
480733,4.13093979,0.00074828,0.00074828,0.00106305,0.00151529,0.02793364,0.00074813,0.00074813,0.00106279,0.00151475,0.02792474
480833,4.13095778,0.00074826,0.00074826,0.00106304,0.00151547,0.02793395,0.00074811,0.00074811,0.00106277,0.00151493,0.02792508
480933,4.13105216,0.00074827,0.00074827,0.00106307,0.00151566,0.02793430,0.00074812,0.00074812,0.00106281,0.00151513,0.02792544
481033,4.13109558,0.00074827,0.00074827,0.00106307,0.00151582,0.02793387,0.00074812,0.00074812,0.00106281,0.00151529,0.02792503
481133,4.13103247,0.00074827,0.00074827,0.00106305,0.00151576,0.02793434,0.00074812,0.00074812,0.00106279,0.00151523,0.02792553
481233,4.13114348,0.00074828,0.00074828,0.00106305,0.00151592,0.02793506,0.00074813,0.00074813,0.00106279,0.00151540,0.02792627
481333,4.13109708,0.00074825,0.00074825,0.00106301,0.00151575,0.02793422,0.00074810,0.00074810,0.00106275,0.00151522,0.02792545
481433,4.13106808,0.00074825,0.00074825,0.00106304,0.00151587,0.02793465,0.00074811,0.00074811,0.00106278,0.00151535,0.02792590
481533,4.13111412,0.00074825,0.00074825,0.00106304,0.00151587,0.02793479,0.00074810,0.00074810,0.00106277,0.00151533,0.02792586
481633,4.13113899,0.00074823,0.00074823,0.00106303,0.00151573,0.02793462,0.00074808,0.00074808,0.00106277,0.00151519,0.02792571
481733,4.13115759,0.00074823,0.00074823,0.00106304,0.00151561,0.02793323,0.00074808,0.00074808,0.00106278,0.00151507,0.02792434
481833,4.13114089,0.00074822,0.00074822,0.00106302,0.00151592,0.02793256,0.00074807,0.00074807,0.00106276,0.00151538,0.02792369
481933,4.13140449,0.00074823,0.00074823,0.00106305,0.00151621,0.02793389,0.00074808,0.00074808,0.00106278,0.00151567,0.02792505
482033,4.13141157,0.00074822,0.00074822,0.00106300,0.00151600,0.02793308,0.00074806,0.00074806,0.00106273,0.00151545,0.02792396
482133,4.13134989,0.00074821,0.00074821,0.00106300,0.00151605,0.02793326,0.00074805,0.00074805,0.00106273,0.00151550,0.02792416
482233,4.13129819,0.00074819,0.00074819,0.00106293,0.00151581,0.02793260,0.00074803,0.00074803,0.00106266,0.00151525,0.02792333
482333,4.13126593,0.00074818,0.00074818,0.00106294,0.00151576,0.02793195,0.00074803,0.00074803,0.00106267,0.00151521,0.02792270
482433,4.13116031,0.00074817,0.00074817,0.00106290,0.00151553,0.02793171,0.00074802,0.00074802,0.00106263,0.00151497,0.02792249
482533,4.13108911,0.00074815,0.00074815,0.00106288,0.00151546,0.02793061,0.00074799,0.00074799,0.00106261,0.00151491,0.02792141
482633,4.13111089,0.00074814,0.00074814,0.00106284,0.00151536,0.02793088,0.00074799,0.00074799,0.00106257,0.00151481,0.02792170
482733,4.13110499,0.00074813,0.00074813,0.00106284,0.00151522,0.02793032,0.00074798,0.00074798,0.00106257,0.00151467,0.02792116
482833,4.13106525,0.00074811,0.00074811,0.00106281,0.00151510,0.02792922,0.00074796,0.00074796,0.00106254,0.00151455,0.02792008
482933,4.13100200,0.00074810,0.00074810,0.00106280,0.00151523,0.02792861,0.00074795,0.00074795,0.00106253,0.00151468,0.02791949
483033,4.13091753,0.00074808,0.00074808,0.00106280,0.00151529,0.02792784,0.00074793,0.00074793,0.00106253,0.00151474,0.02791874
483133,4.13088328,0.00074809,0.00074809,0.00106280,0.00151545,0.02792862,0.00074793,0.00074793,0.00106252,0.00151489,0.02791924
483233,4.13082829,0.00074808,0.00074808,0.00106280,0.00151535,0.02792808,0.00074792,0.00074792,0.00106252,0.00151479,0.02791872
483333,4.13093410,0.00074806,0.00074806,0.00106279,0.00151530,0.02792760,0.00074790,0.00074790,0.00106250,0.00151473,0.02791809
483433,4.13088264,0.00074806,0.00074806,0.00106275,0.00151521,0.02792753,0.00074790,0.00074790,0.00106247,0.00151464,0.02791804
483533,4.13098303,0.00074806,0.00074806,0.00106275,0.00151512,0.02792723,0.00074790,0.00074790,0.00106246,0.00151455,0.02791776
483633,4.13100809,0.00074806,0.00074806,0.00106275,0.00151509,0.02792683,0.00074790,0.00074790,0.00106247,0.00151452,0.02791738
483733,4.13106975,0.00074805,0.00074805,0.00106273,0.00151524,0.02792611,0.00074790,0.00074790,0.00106245,0.00151466,0.02791669
483833,4.13102129,0.00074804,0.00074804,0.00106272,0.00151500,0.02792529,0.00074788,0.00074788,0.00106244,0.00151443,0.02791589
483933,4.13098885,0.00074800,0.00074800,0.00106269,0.00151474,0.02792318,0.00074784,0.00074784,0.00106241,0.00151417,0.02791380
484033,4.13091428,0.00074799,0.00074799,0.00106264,0.00151450,0.02792258,0.00074784,0.00074784,0.00106236,0.00151393,0.02791322
484133,4.13093354,0.00074799,0.00074799,0.00106259,0.00151457,0.02792260,0.00074783,0.00074783,0.00106230,0.00151400,0.02791314
484233,4.13098323,0.00074799,0.00074799,0.00106261,0.00151459,0.02792225,0.00074783,0.00074783,0.00106233,0.00151402,0.02791281
484333,4.13097414,0.00074798,0.00074798,0.00106260,0.00151444,0.02792195,0.00074783,0.00074783,0.00106232,0.00151387,0.02791254
484433,4.13085545,0.00074797,0.00074797,0.00106262,0.00151437,0.02792127,0.00074781,0.00074781,0.00106234,0.00151380,0.02791188
484533,4.13082210,0.00074795,0.00074795,0.00106257,0.00151431,0.02792058,0.00074779,0.00074779,0.00106229,0.00151374,0.02791120
484633,4.13079740,0.00074794,0.00074794,0.00106256,0.00151421,0.02792038,0.00074779,0.00074779,0.00106228,0.00151364,0.02791103
484733,4.13072851,0.00074796,0.00074796,0.00106260,0.00151425,0.02792169,0.00074780,0.00074780,0.00106231,0.00151368,0.02791221
484833,4.13062343,0.00074795,0.00074795,0.00106259,0.00151414,0.02792196,0.00074779,0.00074779,0.00106231,0.00151357,0.02791250
484933,4.13067146,0.00074794,0.00074794,0.00106258,0.00151396,0.02792162,0.00074778,0.00074778,0.00106229,0.00151339,0.02791218
485033,4.13071625,0.00074793,0.00074793,0.00106256,0.00151379,0.02792146,0.00074777,0.00074777,0.00106228,0.00151322,0.02791204
485133,4.13064338,0.00074791,0.00074791,0.00106254,0.00151361,0.02792155,0.00074775,0.00074775,0.00106226,0.00151304,0.02791215
485233,4.13060894,0.00074790,0.00074790,0.00106248,0.00151342,0.02792138,0.00074775,0.00074775,0.00106220,0.00151285,0.02791200
485333,4.13075879,0.00074790,0.00074790,0.00106250,0.00151361,0.02792126,0.00074774,0.00074774,0.00106222,0.00151304,0.02791190
485433,4.13070654,0.00074789,0.00074789,0.00106249,0.00151457,0.02792058,0.00074773,0.00074773,0.00106221,0.00151401,0.02791125
485533,4.13078454,0.00074787,0.00074787,0.00106246,0.00151534,0.02792017,0.00074772,0.00074772,0.00106218,0.00151478,0.02791086
485633,4.13080616,0.00074787,0.00074787,0.00106246,0.00151527,0.02792073,0.00074771,0.00074771,0.00106219,0.00151471,0.02791144
485733,4.13075139,0.00074786,0.00074786,0.00106246,0.00151514,0.02792071,0.00074771,0.00074771,0.00106218,0.00151458,0.02791144
485833,4.13079177,0.00074787,0.00074787,0.00106248,0.00151515,0.02792042,0.00074771,0.00074771,0.00106220,0.00151460,0.02791116
485933,4.13076035,0.00074785,0.00074785,0.00106243,0.00151490,0.02791958,0.00074770,0.00074770,0.00106216,0.00151434,0.02791035
486033,4.13065292,0.00074784,0.00074784,0.00106241,0.00151467,0.02791906,0.00074768,0.00074768,0.00106213,0.00151411,0.02790984
486133,4.13061063,0.00074783,0.00074783,0.00106239,0.00151448,0.02791859,0.00074767,0.00074767,0.00106212,0.00151393,0.02790940
486233,4.13074943,0.00074782,0.00074782,0.00106241,0.00151441,0.02791774,0.00074766,0.00074766,0.00106214,0.00151386,0.02790857
486333,4.13083855,0.00074781,0.00074781,0.00106240,0.00151435,0.02791710,0.00074766,0.00074766,0.00106213,0.00151380,0.02790795
486433,4.13079823,0.00074781,0.00074781,0.00106239,0.00151429,0.02791733,0.00074766,0.00074766,0.00106211,0.00151373,0.02790815
486533,4.13081195,0.00074780,0.00074780,0.00106236,0.00151401,0.02791701,0.00074764,0.00074764,0.00106208,0.00151346,0.02790786
486633,4.13074155,0.00074779,0.00074779,0.00106239,0.00151392,0.02791677,0.00074764,0.00074764,0.00106211,0.00151336,0.02790764
486733,4.13083643,0.00074780,0.00074780,0.00106239,0.00151409,0.02791708,0.00074765,0.00074765,0.00106211,0.00151354,0.02790796
486833,4.13085266,0.00074778,0.00074778,0.00106233,0.00151383,0.02791636,0.00074763,0.00074763,0.00106206,0.00151328,0.02790726
486933,4.13086500,0.00074776,0.00074776,0.00106231,0.00151394,0.02791618,0.00074761,0.00074761,0.00106203,0.00151338,0.02790703
487033,4.13092165,0.00074775,0.00074775,0.00106228,0.00151405,0.02791625,0.00074759,0.00074759,0.00106200,0.00151349,0.02790701
487133,4.13095914,0.00074774,0.00074774,0.00106231,0.00151406,0.02791585,0.00074758,0.00074758,0.00106203,0.00151351,0.02790663
487233,4.13091465,0.00074773,0.00074773,0.00106233,0.00151393,0.02791511,0.00074757,0.00074757,0.00106206,0.00151337,0.02790591
487333,4.13084882,0.00074771,0.00074771,0.00106228,0.00151372,0.02791469,0.00074755,0.00074755,0.00106201,0.00151317,0.02790551
487433,4.13074367,0.00074770,0.00074770,0.00106226,0.00151348,0.02791435,0.00074755,0.00074755,0.00106198,0.00151293,0.02790519
487533,4.13072487,0.00074769,0.00074769,0.00106224,0.00151350,0.02791351,0.00074754,0.00074754,0.00106196,0.00151294,0.02790430
487633,4.13076937,0.00074767,0.00074767,0.00106221,0.00151333,0.02791240,0.00074751,0.00074751,0.00106193,0.00151277,0.02790307
487733,4.13071274,0.00074767,0.00074767,0.00106217,0.00151312,0.02791230,0.00074751,0.00074751,0.00106189,0.00151256,0.02790299
487833,4.13069489,0.00074766,0.00074766,0.00106216,0.00151301,0.02791198,0.00074750,0.00074750,0.00106188,0.00151245,0.02790270
